"taxon","lfc_oat_G2","padj_oat_G2","lfc_oat_G3","padj_oat_G3","lfc_wheat_G2","padj_wheat_G2","lfc_wheat_G3","padj_wheat_G3","OrderName","oat_same_direction","oat_any_sig","oat_arrow","wheat_same_direction","wheat_any_sig","wheat_arrow"
"8f09d0e9a896102f0926d8ddf73e7eb7",NA,NA,-24.809780367731,NA,3.51553452501101,0.995169205101226,-2.0957050292253,NA,"Burkholderiales",FALSE,FALSE,"",FALSE,FALSE,""
"c52225a74d118e32d0834853b27159b5",NA,NA,23.8237375178345,NA,-6.85702175315852,0.226026372622842,23.7736607954068,NA,"DSM-16500",FALSE,FALSE,"",FALSE,FALSE,""
"dfbeb16dc2a296d2c4e5c21e28455dd2",NA,NA,NA,NA,0.744709517893436,0.995169205101226,NA,NA,"Paceibacterales",FALSE,FALSE,"",FALSE,FALSE,""
"a6577b0941775769269b8dd91a1d44ec",NA,NA,NA,NA,-22.354626443227,NA,NA,NA,"RBG-16-68-12",FALSE,FALSE,"",FALSE,FALSE,""
"bf9be3c104ea0c19d3f4b41dd1862a89",NA,NA,NA,NA,-8.95831161734965,NA,NA,NA,"Unclassified Paceibacteria",FALSE,FALSE,"",FALSE,FALSE,""
"adf021246bf5a52687193edea42671ef",NA,NA,NA,NA,22.9522644354638,NA,NA,NA,"Babeliales",FALSE,FALSE,"",FALSE,FALSE,""
"fec95878e9323087b609f4cd86b3cc8b",NA,NA,NA,NA,-24.9896465726493,NA,NA,NA,"Opitutales",FALSE,FALSE,"",FALSE,FALSE,""
"e5d84d0b9dd8040fcdac521fada728a8",NA,NA,NA,NA,22.7552871859286,NA,NA,NA,"Pedosphaerales",FALSE,FALSE,"",FALSE,FALSE,""
"38fe7cdad46ee97cd12b232f8cd2aca7",NA,NA,NA,NA,22.9358765753452,NA,NA,NA,"GIF10",FALSE,FALSE,"",FALSE,FALSE,""
"7496671ed8f70f49b6f48d2368db5626",NA,NA,NA,NA,-1.41120271063663,NA,23.0363919554259,NA,"Cyanobacteriales",FALSE,FALSE,"",FALSE,FALSE,""
"21d86b5d037137872916eda48e650a62",NA,NA,NA,NA,23.0451459121758,NA,NA,NA,"Tepidiformales",FALSE,FALSE,"",FALSE,FALSE,""
"1fec1ed0027d30ef5f80f65c663bafc5",NA,NA,NA,NA,22.4848888349092,NA,-26.3544401476296,7.58181244064717e-10,"Aggregatilineales",FALSE,FALSE,"",FALSE,TRUE,""
"a4a5ac8564fbf1db869ad667f4315eff",NA,NA,NA,NA,23.262781611891,NA,NA,NA,"Planctomycetales",FALSE,FALSE,"",FALSE,FALSE,""
"59470531649449e66a30d968901a4763",NA,NA,NA,NA,4.32796994819896,0.984635073753912,NA,NA,"Gemmatales",FALSE,FALSE,"",FALSE,FALSE,""
"68bcda32be34ff9e7cc262f6fe275be6",NA,NA,NA,NA,23.1004693468195,NA,22.4686174845395,NA,"WQYP01",FALSE,FALSE,"",TRUE,FALSE,""
"d915961fff71b0b410365e024d4db38d",NA,NA,NA,NA,23.0502993809773,NA,NA,NA,"DSUL01",FALSE,FALSE,"",FALSE,FALSE,""
"4b92a12c127f465eb0ed54ded1e3e329",NA,NA,NA,NA,24.2490820342576,NA,NA,NA,"Vicinamibacterales",FALSE,FALSE,"",FALSE,FALSE,""
"c7913edfda262b47b71f8cb7246a75f3",NA,NA,NA,NA,24.1236264584062,NA,21.1789778723374,NA,"Treponematales",FALSE,FALSE,"",TRUE,FALSE,""
"a165bf51d50346e911f950396eded741",NA,NA,NA,NA,-23.8118332597213,NA,NA,NA,"Selenomonadales",FALSE,FALSE,"",FALSE,FALSE,""
"3fbe30c40b6233edc057fe6d61dc7d7d",NA,NA,NA,NA,22.0763575922317,NA,22.4741810106751,NA,"Streptomycetales",FALSE,FALSE,"",TRUE,FALSE,""
"8ddf8ae3826f084467066355b1b1c18a",NA,NA,NA,NA,-22.9855579054307,NA,NA,NA,"Unclassified Desulfobacterota_C",FALSE,FALSE,"",FALSE,FALSE,""
"426a4453ab2973d926b156da5710819a",NA,NA,NA,NA,-1.18913467882348,NA,NA,NA,"Palsa-1104_A",FALSE,FALSE,"",FALSE,FALSE,""
"a2794d9a683656c92fe04e0f5fe1e449",NA,NA,NA,NA,22.7074454514792,NA,NA,NA,"Syntrophobacterales",FALSE,FALSE,"",FALSE,FALSE,""
"8550561c2fdadd7f67c40b816b48c1ef",NA,NA,NA,NA,-23.3014016040511,NA,NA,NA,"Oligoflexales",FALSE,FALSE,"",FALSE,FALSE,""
"850dd59997cd860e8fe18e3268e86e70",NA,NA,NA,NA,-23.3954940513501,NA,NA,NA,"Rhizobiales_A",FALSE,FALSE,"",FALSE,FALSE,""
"e73096ccb9c6b2d19edd28aba6202d7c",NA,NA,NA,NA,21.7928143997353,NA,NA,NA,"Rhodospirillales",FALSE,FALSE,"",FALSE,FALSE,""
"40d5327bed1fddfb379c33d12322d361",NA,NA,NA,NA,23.2949023608787,NA,NA,NA,"Micavibrionales",FALSE,FALSE,"",FALSE,FALSE,""
"4c65fe994172a674fb753d63c6f93f9a",NA,NA,NA,NA,21.2840930786661,NA,23.8244546695106,NA,"Thermoactinomycetales",FALSE,FALSE,"",TRUE,FALSE,""
"30be3f21e278e5b6e83bba62d455fa91",NA,NA,NA,NA,-24.7373595070691,NA,NA,NA,"Acidulodesulfobacterales",FALSE,FALSE,"",FALSE,FALSE,""
"83ed7de6a0f63ad7ef724503e04498c0",NA,NA,NA,NA,0.717676312433888,NA,NA,NA,"TANB77",FALSE,FALSE,"",FALSE,FALSE,""
"029bdcfeee7f09ec337010a17c9945d9",NA,NA,NA,NA,-23.1956669943356,NA,22.349382097109,NA,"Acetivibrionales",FALSE,FALSE,"",FALSE,FALSE,""
"b1ada5450306be8190fe085fc59a5954",NA,NA,NA,NA,22.9583912777579,NA,NA,NA,"Gaiellales",FALSE,FALSE,"",FALSE,FALSE,""
"1f6eef91cea08599638ee46a4c7e7c99",NA,NA,NA,NA,22.9156121637828,NA,NA,NA,"Berkiellales",FALSE,FALSE,"",FALSE,FALSE,""
"b1027ab906ae1c9f582c251f422ba320",NA,NA,NA,NA,-23.746664827196,NA,NA,NA,"Diplorickettsiales",FALSE,FALSE,"",FALSE,FALSE,""
"ec7d2fab65ba478da5c32c9a7594642e",NA,NA,NA,NA,-24.7643169457977,NA,25.0223804434325,NA,"Holophagales",FALSE,FALSE,"",FALSE,FALSE,""
"705158eef551ec080dd66226b645c0fe",NA,NA,NA,NA,22.4151767063146,NA,NA,NA,"Bacillales_D",FALSE,FALSE,"",FALSE,FALSE,""
"98efba6e4e3e6a0f52c2727c91619f72",NA,NA,NA,NA,-4.71141423299871,0.837599687838901,NA,NA,"Bacillales_B",FALSE,FALSE,"",FALSE,FALSE,""
"bb4e56f75b6a7bb46a5af5792a0f003c",NA,NA,NA,NA,-22.9861465540691,NA,NA,NA,"Bacillales_C",FALSE,FALSE,"",FALSE,FALSE,""
"d8ec63d34841f558e0adca3e1f9c4f62",NA,NA,NA,NA,21.9379142950237,NA,NA,NA,"Thermicanales",FALSE,FALSE,"",FALSE,FALSE,""
"58b0b02468dbe1a3d123dcc7acedd4fb",NA,NA,NA,NA,-24.7149026769007,NA,NA,NA,"Burkholderiales",FALSE,FALSE,"",FALSE,FALSE,""
"a8703b4c215413b89a7475cdd6420ff0",NA,NA,NA,NA,2.42423899627001,0.995169205101226,NA,NA,"Pseudomonadales",FALSE,FALSE,"",FALSE,FALSE,""
"b212c07c7a19c7ac62501eb81de4309f",NA,NA,NA,NA,NA,NA,-24.4239568538311,7.17463803082768e-09,"Unclassified Thermoplasmata",FALSE,FALSE,"",FALSE,TRUE,""
"b0cbcd44ec19c09d0553954e1ea04a70",NA,NA,NA,NA,NA,NA,23.863504159536,NA,"Hydrogenedentiales",FALSE,FALSE,"",FALSE,FALSE,""
"fdaa0076de7e870bf7067cee4efa1ad0",NA,NA,NA,NA,NA,NA,21.7817093959477,NA,"Thermoanaerobaculales",FALSE,FALSE,"",FALSE,FALSE,""
"9e3c0d7bc15f6411f76c1e933b5e7be0",NA,NA,NA,NA,NA,NA,-25.945210486703,9.76180895668958e-10,"RBG-13-43-22",FALSE,FALSE,"",FALSE,TRUE,""
"b2f917933d93ce136305d2932a9ed386",NA,NA,NA,NA,NA,NA,-8.90656701389319,0.0695494576560205,"Unclassified Desulfobacterota_I",FALSE,FALSE,"",FALSE,FALSE,""
"02c588455cf584b99ce7da25edbe2e5b",NA,NA,NA,NA,NA,NA,23.7863320475739,NA,"Geminicoccales",FALSE,FALSE,"",FALSE,FALSE,""
"4118c752bf241af040596d03c7a366ff",NA,NA,NA,NA,NA,NA,25.1371607471311,2.08576003908564e-09,"Dehalobacteriales",FALSE,FALSE,"",FALSE,TRUE,""
"d6861de89e8c6f692a58a6a6e2a0e3c1",NA,NA,NA,NA,NA,NA,22.6286060556216,NA,"Unclassified Cyanobacteriia",FALSE,FALSE,"",FALSE,FALSE,""
"5a44d3b6635b35994d21f4c9c87ed91e",NA,NA,NA,NA,NA,NA,-26.589396255717,4.54918562147364e-10,"Acidiferrobacterales",FALSE,FALSE,"",FALSE,TRUE,""
"41a748491bbb6a2abeeddbe6ba353232",NA,NA,NA,NA,NA,NA,-26.6804177439288,4.54918562147364e-10,"Burkholderiales",FALSE,FALSE,"",FALSE,TRUE,""
"61cafc87e9a8ec02baa9509c03357719",NA,NA,NA,NA,NA,NA,22.915370343972,NA,"Methylococcales",FALSE,FALSE,"",FALSE,FALSE,""
